"Count","Result","Time","Title","FullPath","LengthInKB","HexSignature","FileExtn","PotentiallyMalicious","ExtNoMatch"
"988","Extension matches magic number","9/1/2018 12:38:12 AM","com.ti.ccstudio.multi.purpose.view.contributors_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.multi.purpose.view.contributors_5.3.0.201609121600.jar","45","504b",".jar","1","0"
"989","Extension matches magic number","9/1/2018 12:38:12 AM","com.ti.ccstudio.multi.purpose.view_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.multi.purpose.view_5.3.0.201609121600.jar","69","504b",".jar","1","0"
"990","Extension matches magic number","9/1/2018 12:38:12 AM","com.ti.ccstudio.pin.port.connect_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.pin.port.connect_5.3.0.201609121600.jar","68","504b",".jar","1","0"
"991","Extension matches magic number","9/1/2018 12:38:13 AM","com.ti.ccstudio.project.core_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.project.core_6.2.0.201609121600.jar","585","504b",".jar","1","0"
"992","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.project.templates_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.project.templates_6.2.0.201609121600.jar","13","504b",".jar","1","0"
"993","Extension matches magic number","9/1/2018 12:38:12 AM","com.ti.ccstudio.project.ui.views_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.project.ui.views_6.2.0.201609121600.jar","203","504b",".jar","1","0"
"994","Extension matches magic number","9/1/2018 12:38:13 AM","com.ti.ccstudio.project.ui_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.project.ui_6.2.0.201609121600.jar","860","504b",".jar","1","0"
"995","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.resource.explorer.packages_1.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.resource.explorer.packages_1.0.0.201609121600.jar","09","504b",".jar","1","0"
"996","Extension matches magic number","9/1/2018 12:38:13 AM","com.ti.ccstudio.rhino_5.1.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.rhino_5.1.0.201609121600.jar","671","504b",".jar","1","0"
"997","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.scripting.console_6.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.scripting.console_6.0.0.201609121600.jar","139","504b",".jar","1","0"
"998","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.scripting.dss_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.scripting.dss_5.3.0.201609121600.jar","31","504b",".jar","1","0"
"999","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.scripting.gss_7.1.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.scripting.gss_7.1.0.201609121600.jar","309","504b",".jar","1","0"
"1000","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.scripting.ui.cocoa_6.1.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.scripting.ui.cocoa_6.1.0.201609121600.jar","05","504b",".jar","1","0"
"1001","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.ccstudio.scripting.ui.gtk_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.scripting.ui.gtk_5.3.0.201609121600.jar","06","504b",".jar","1","0"
"1002","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.ccstudio.scripting.ui.win32_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.scripting.ui.win32_5.3.0.201609121600.jar","06","504b",".jar","1","0"
"1003","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.scripting.ui_5.4.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.scripting.ui_5.4.0.201609121600.jar","474","504b",".jar","1","0"
"1004","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.system.hotmenu_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.system.hotmenu_5.3.0.201609121600.jar","62","504b",".jar","1","0"
"1005","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.system.setup.ui_5.5.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.system.setup.ui_5.5.0.201609121600.jar","243","504b",".jar","1","0"
"1006","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.ccstudio.system.setup_6.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.system.setup_6.0.0.201609121600.jar","170","504b",".jar","1","0"
"1007","Extension matches magic number","9/1/2018 12:38:11 AM","com.ti.ccstudio.ui.forms_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.ui.forms_5.3.0.201609121600.jar","118","504b",".jar","1","0"
"1008","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.ccstudio.ui_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.ccstudio.ui_6.2.0.201609121600.jar","276","504b",".jar","1","0"
"1009","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.common.managedbuild.core_5.1.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.common.managedbuild.core_5.1.0.201609121600.jar","00","504b",".jar","1","0"
"1010","Extension matches magic number","9/1/2018 12:38:14 AM","com.ti.common.project.core_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.common.project.core_6.2.0.201609121600.jar","304","504b",".jar","1","0"
"1011","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.common.project.ui_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.common.project.ui_6.2.0.201609121600.jar","108","504b",".jar","1","0"
"1012","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.common.ui_6.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.common.ui_6.0.0.201609121600.jar","31","504b",".jar","1","0"
"1013","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.fnc_5.1.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\com.ti.fnc_5.1.0.201609121600.jar","343","504b",".jar","1","0"
"1014","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_3.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_3.2.0.201609121600.jar","109","504b",".jar","1","0"
"1015","Extension matches magic number","9/1/2018 12:38:10 AM","org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.31_2.5.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.31_2.5.0.201609121600.jar","02","504b",".jar","1","0"
"1016","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.40_3.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.40_3.2.0.201609121600.jar","08","504b",".jar","1","0"
"1017","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.42_2.5.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.42_2.5.0.201609121600.jar","05","504b",".jar","1","0"
"1018","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.XDC.minimal_3.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.XDC.minimal_3.0.0.201609121600.jar","03","504b",".jar","1","0"
"1019","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.00_2.5.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.00_2.5.0.201609121600.jar","02","504b",".jar","1","0"
"1020","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.10_2.5.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.10_2.5.0.201609121600.jar","02","504b",".jar","1","0"
"1021","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.15_2.5.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.15_2.5.0.201609121600.jar","02","504b",".jar","1","0"
"1022","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.16_3.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.16_3.0.0.201609121600.jar","02","504b",".jar","1","0"
"1023","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions.XDC_3.2.0.201609121600.jar","77","504b",".jar","1","0"
"1024","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.buildDefinitions_3.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.buildDefinitions_3.2.0.201609121600.jar","24","504b",".jar","1","0"
"1025","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.managedbuild.core_3.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.managedbuild.core_3.2.0.201609121600.jar","71","504b",".jar","1","0"
"1026","Extension matches magic number","9/1/2018 12:38:09 AM","org.eclipse.rtsc.xdctools.managedbuild.ui_3.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\idebuildRepo\plugins\org.eclipse.rtsc.xdctools.managedbuild.ui_3.2.0.201609121600.jar","132","504b",".jar","1","0"
"1027","Extension matches magic number","9/1/2018 12:38:25 AM","artifacts.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\lwrepo\artifacts.jar","01","504b",".jar","1","0"
"1028","Extension matches magic number","9/1/2018 12:38:25 AM","content.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\lwrepo\content.jar","01","504b",".jar","1","0"
"1029","Extension matches magic number","9/1/2018 12:38:35 AM","com.ti.ccstudio.p2tool_6.0.0.201508191607.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\lwrepo\features\com.ti.ccstudio.p2tool_6.0.0.201508191607.jar","07","504b",".jar","1","0"
"1030","Extension matches magic number","9/1/2018 12:38:38 AM","com.ti.ccstudio.p2.actions_6.0.0.201508191607.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\lwrepo\plugins\com.ti.ccstudio.p2.actions_6.0.0.201508191607.jar","18","504b",".jar","1","0"
"1031","Extension matches magic number","9/1/2018 12:38:29 AM","com.ti.ccstudio.p2.common_6.0.0.201508191607.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\lwrepo\plugins\com.ti.ccstudio.p2.common_6.0.0.201508191607.jar","09","504b",".jar","1","0"
"1032","Extension matches magic number","9/1/2018 12:38:26 AM","com.ti.ccstudio.startupInstaller_6.0.0.201508191607.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\lwrepo\plugins\com.ti.ccstudio.startupInstaller_6.0.0.201508191607.jar","04","504b",".jar","1","0"
"1033","Extension matches magic number","9/1/2018 12:38:45 AM","artifacts.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\msp430helprepo\artifacts.jar","01","504b",".jar","1","0"
"1034","Extension matches magic number","9/1/2018 12:38:30 AM","content.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\msp430helprepo\content.jar","01","504b",".jar","1","0"
"1035","Extension matches magic number","9/1/2018 12:38:26 AM","com.ti.cgt.msp430.4.4.help_4.4.1.201501021554.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\msp430helprepo\features\com.ti.cgt.msp430.4.4.help_4.4.1.201501021554.jar","06","504b",".jar","1","0"
"1036","Extension matches magic number","9/1/2018 12:38:46 AM","com.ti.cgt.msp430.4.4.help_4.4.1.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\msp430helprepo\plugins\com.ti.cgt.msp430.4.4.help_4.4.1.jar","4294","504b",".jar","1","0"
"1037","Extension matches magic number","9/1/2018 12:38:08 AM","artifacts.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\p2appfRepo\artifacts.jar","01","504b",".jar","1","0"
"1038","Extension matches magic number","9/1/2018 12:38:08 AM","content.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\p2appfRepo\content.jar","01","504b",".jar","1","0"
"1039","Extension matches magic number","9/1/2018 12:38:18 AM","com.ti.ccstudio.p2appf_6.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\p2appfRepo\features\com.ti.ccstudio.p2appf_6.0.0.201609121600.jar","00","504b",".jar","1","0"
"1040","Extension matches magic number","9/1/2018 12:38:08 AM","com.ti.ccstudio.p2app_6.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\p2appfRepo\plugins\com.ti.ccstudio.p2app_6.0.0.201609121600.jar","37","504b",".jar","1","0"
"1041","Extension matches magic number","9/1/2018 12:38:08 AM","artifacts.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\artifacts.jar","07","504b",".jar","1","0"
"1042","Extension matches magic number","9/1/2018 12:38:08 AM","content.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\content.jar","10","504b",".jar","1","0"
"1043","Extension matches magic number","9/1/2018 12:38:27 AM","com.ti.targetcontent_1.0.0.201608011655.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\features\com.ti.targetcontent_1.0.0.201608011655.jar","08","504b",".jar","1","0"
"1044","Extension matches magic number","9/1/2018 12:38:29 AM","com.ti.xdctools.core.linux_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\features\com.ti.xdctools.core.linux_3.32.1.22.jar","08","504b",".jar","1","0"
"1045","Extension matches magic number","9/1/2018 12:38:36 AM","com.ti.xdctools.core.win32_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\features\com.ti.xdctools.core.win32_3.32.1.22.jar","08","504b",".jar","1","0"
"1046","Extension matches magic number","9/1/2018 12:38:44 AM","com.ti.xdctools.update_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\features\com.ti.xdctools.update_3.32.1.22.jar","08","504b",".jar","1","0"
"1047","Extension matches magic number","9/1/2018 12:38:31 AM","com.ti.xdctools_3_32.update_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\features\com.ti.xdctools_3_32.update_3.32.1.22.jar","09","504b",".jar","1","0"
"1048","Extension matches magic number","9/1/2018 12:38:45 AM","com.ti.xdctools_3_32.base_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\plugins\com.ti.xdctools_3_32.base_3.32.1.22.jar","15733","504b",".jar","1","0"
"1049","Extension matches magic number","9/1/2018 12:38:10 AM","com.ti.xdctools_3_32.linux_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\plugins\com.ti.xdctools_3_32.linux_3.32.1.22.jar","2400","504b",".jar","1","0"
"1050","Extension matches magic number","9/1/2018 12:38:09 AM","com.ti.xdctools_3_32.macosx_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\plugins\com.ti.xdctools_3_32.macosx_3.32.1.22.jar","2481","504b",".jar","1","0"
"1051","Extension matches magic number","9/1/2018 12:38:16 AM","com.ti.xdctools_3_32.win32_3.32.1.22.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\targetcontent_core_repo\plugins\com.ti.xdctools_3_32.win32_3.32.1.22.jar","4641","504b",".jar","1","0"
"1052","Extension matches magic number","9/1/2018 12:38:43 AM","artifacts.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\artifacts.jar","01","504b",".jar","1","0"
"1053","Extension matches magic number","9/1/2018 12:38:36 AM","content.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\content.jar","03","504b",".jar","1","0"
"1054","Extension matches magic number","9/1/2018 12:38:25 AM","com.ti.controlsuite_6.0.1.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\features\com.ti.controlsuite_6.0.1.201609121600.jar","00","504b",".jar","1","0"
"1055","Extension matches magic number","9/1/2018 12:38:29 AM","com.ti.tools.common_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\features\com.ti.tools.common_6.2.0.201609121600.jar","01","504b",".jar","1","0"
"1056","Extension matches magic number","9/1/2018 12:38:25 AM","com.ti.tools.sat_6.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\features\com.ti.tools.sat_6.0.0.201609121600.jar","00","504b",".jar","1","0"
"1057","Extension matches magic number","9/1/2018 12:38:43 AM","com.ti.base.rcp_1.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.base.rcp_1.0.0.201609121600.jar","264","504b",".jar","1","0"
"1058","Extension matches magic number","9/1/2018 12:38:29 AM","com.ti.browser_1.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.browser_1.0.0.201609121600.jar","31","504b",".jar","1","0"
"1059","Extension matches magic number","9/1/2018 12:38:26 AM","com.ti.ccstudio.controlsuite_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.ccstudio.controlsuite_5.3.0.201609121600.jar","25","504b",".jar","1","0"
"1060","Extension matches magic number","9/1/2018 12:38:42 AM","com.ti.ccstudio.resource.explorer_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.ccstudio.resource.explorer_5.3.0.201609121600.jar","658","504b",".jar","1","0"
"1061","Extension matches magic number","9/1/2018 12:38:44 AM","com.ti.ccstudio.swt_5.3.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.ccstudio.swt_5.3.0.201609121600.jar","02","504b",".jar","1","0"
"1062","Extension matches magic number","9/1/2018 12:38:27 AM","com.ti.common.core.utils.local_1.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.common.core.utils.local_1.0.0.201609121600.jar","824","504b",".jar","1","0"
"1063","Extension matches magic number","9/1/2018 12:38:26 AM","com.ti.common.core_6.2.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.common.core_6.2.0.201609121600.jar","59","504b",".jar","1","0"
